codigo_ocorrencia,codigo_ocorrencia1,codigo_ocorrencia2,codigo_ocorrencia3,codigo_ocorrencia4,ocorrencia_classificacao,ocorrencia_cidade,ocorrencia_uf,ocorrencia_aerodromo,ocorrencia_dia,ocorrencia_hora,investigacao_status,total_recomendacoes,total_aeronaves_envolvidas,ocorrencia_ano,ocorrencia_tipo,aeronave_tipo_veiculo,aeronave_fabricante,aeronave_motor_tipo,aeronave_motor_quantidade,aeronave_pais_fabricante,aeronave_registro_segmento,aeronave_fase_operacao,aeronave_tipo_operacao,aeronave_nivel_dano,aeronave_fatalidades_total,fator_nome,fator_aspecto,fator_condicionante,fator_area
45900,45900,45900,45900,45900,ACIDENTE,SÃO PAULO,SP,SBMT,2012-06-02,12:29:00,FINALIZADA,1,1,2012,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,AVIÃO,PIPER AIRCRAFT,PISTÃO,MONOMOTOR,BRASIL,INSTRUÇÃO,VOO A BAIXA ALTURA,INSTRUÇÃO,DESTRUÍDA,1,SUPERVISÃO GERENCIAL,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL
45899,45899,45899,45899,45899,ACIDENTE,RIO CLARO,SP,SDRK,2012-06-03,19:40:00,FINALIZADA,0,1,2012,PERDA DE CONTROLE NO SOLO,AVIÃO,PIPER AIRCRAFT,PISTÃO,MONOMOTOR,BRASIL,INSTRUÇÃO,DECOLAGEM,INSTRUÇÃO,SUBSTANCIAL,0,APLICAÇÃO DE COMANDOS,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL
45899,45899,45899,45899,45899,ACIDENTE,RIO CLARO,SP,SDRK,2012-06-03,19:40:00,FINALIZADA,0,1,2012,PERDA DE CONTROLE NO SOLO,AVIÃO,PIPER AIRCRAFT,PISTÃO,MONOMOTOR,BRASIL,INSTRUÇÃO,DECOLAGEM,INSTRUÇÃO,SUBSTANCIAL,0,POUCA EXPERIÊNCIA DO PILOTO,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL
45933,45933,45933,45933,45933,ACIDENTE,BARÃO DE MELGAÇO,MT,****,2012-06-05,20:30:00,FINALIZADA,0,1,2012,FALHA DO MOTOR EM VOO,HELICÓPTERO,ROBINSON HELICOPTER,PISTÃO,MONOMOTOR,BRASIL,PARTICULAR,POUSO,PRIVADA,SUBSTANCIAL,0,CONDIÇÕES METEOROLÓGICAS ADVERSAS,ELEMENTOS RELACIONADOS AO AMBIENTE OPERACIONAL,***,FATOR OPERACIONAL
45933,45933,45933,45933,45933,ACIDENTE,BARÃO DE MELGAÇO,MT,****,2012-06-05,20:30:00,FINALIZADA,0,1,2012,FALHA DO MOTOR EM VOO,HELICÓPTERO,ROBINSON HELICOPTER,PISTÃO,MONOMOTOR,BRASIL,PARTICULAR,POUSO,PRIVADA,SUBSTANCIAL,0,PLANEJAMENTO DE VOO,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL
45914,45914,45914,45914,45914,ACIDENTE,MACAÉ,RJ,SBME,2012-06-06,21:35:00,FINALIZADA,0,1,2012,PERDA DE CONTROLE NO SOLO,HELICÓPTERO,EUROCOPTER FRANCE,TURBOEIXO,BIMOTOR,BRASIL,TÁXI AÉREO,TÁXI,TÁXI AÉREO,SUBSTANCIAL,0,APLICAÇÃO DE COMANDOS,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL
45914,45914,45914,45914,45914,ACIDENTE,MACAÉ,RJ,SBME,2012-06-06,21:35:00,FINALIZADA,0,1,2012,PERDA DE CONTROLE NO SOLO,HELICÓPTERO,EUROCOPTER FRANCE,TURBOEIXO,BIMOTOR,BRASIL,TÁXI AÉREO,TÁXI,TÁXI AÉREO,SUBSTANCIAL,0,COORDENAÇÃO DE CABINE,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL
45914,45914,45914,45914,45914,ACIDENTE,MACAÉ,RJ,SBME,2012-06-06,21:35:00,FINALIZADA,0,1,2012,PERDA DE CONTROLE NO SOLO,HELICÓPTERO,EUROCOPTER FRANCE,TURBOEIXO,BIMOTOR,BRASIL,TÁXI AÉREO,TÁXI,TÁXI AÉREO,SUBSTANCIAL,0,ESQUECIMENTO DO PILOTO,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL
45914,45914,45914,45914,45914,ACIDENTE,MACAÉ,RJ,SBME,2012-06-06,21:35:00,FINALIZADA,0,1,2012,PERDA DE CONTROLE NO SOLO,HELICÓPTERO,EUROCOPTER FRANCE,TURBOEIXO,BIMOTOR,BRASIL,TÁXI AÉREO,TÁXI,TÁXI AÉREO,SUBSTANCIAL,0,INSTRUÇÃO,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL
45914,45914,45914,45914,45914,ACIDENTE,MACAÉ,RJ,SBME,2012-06-06,21:35:00,FINALIZADA,0,1,2012,PERDA DE CONTROLE NO SOLO,HELICÓPTERO,EUROCOPTER FRANCE,TURBOEIXO,BIMOTOR,BRASIL,TÁXI AÉREO,TÁXI,TÁXI AÉREO,SUBSTANCIAL,0,POUCA EXPERIÊNCIA DO PILOTO,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL
45932,45932,45932,45932,45932,INCIDENTE GRAVE,GOIÂNIA,GO,SBGO,2012-06-06,14:05:00,FINALIZADA,1,1,2012,COM TREM DE POUSO,AVIÃO,HAWKER BEECHCRAFT,TURBOÉLICE,BIMOTOR,BRASIL,PARTICULAR,CORRIDA APÓS POUSO,PRIVADA,LEVE,0,COORDENAÇÃO DE CABINE,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL
45932,45932,45932,45932,45932,INCIDENTE GRAVE,GOIÂNIA,GO,SBGO,2012-06-06,14:05:00,FINALIZADA,1,1,2012,COM TREM DE POUSO,AVIÃO,HAWKER BEECHCRAFT,TURBOÉLICE,BIMOTOR,BRASIL,PARTICULAR,CORRIDA APÓS POUSO,PRIVADA,LEVE,0,INDISCIPLINA DE VOO,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL
45932,45932,45932,45932,45932,INCIDENTE GRAVE,GOIÂNIA,GO,SBGO,2012-06-06,14:05:00,FINALIZADA,1,1,2012,COM TREM DE POUSO,AVIÃO,HAWKER BEECHCRAFT,TURBOÉLICE,BIMOTOR,BRASIL,PARTICULAR,CORRIDA APÓS POUSO,PRIVADA,LEVE,0,JULGAMENTO DE PILOTAGEM,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL
45932,45932,45932,45932,45932,INCIDENTE GRAVE,GOIÂNIA,GO,SBGO,2012-06-06,14:05:00,FINALIZADA,1,1,2012,COM TREM DE POUSO,AVIÃO,HAWKER BEECHCRAFT,TURBOÉLICE,BIMOTOR,BRASIL,PARTICULAR,CORRIDA APÓS POUSO,PRIVADA,LEVE,0,MANUTENÇÃO DA AERONAVE,DESEMPENHO DO SER HUMANO,MANUTENÇÃO DA AERONAVE,FATOR OPERACIONAL
45932,45932,45932,45932,45932,INCIDENTE GRAVE,GOIÂNIA,GO,SBGO,2012-06-06,14:05:00,FINALIZADA,1,1,2012,EXCURSÃO DE PISTA,AVIÃO,HAWKER BEECHCRAFT,TURBOÉLICE,BIMOTOR,BRASIL,PARTICULAR,CORRIDA APÓS POUSO,PRIVADA,LEVE,0,COORDENAÇÃO DE CABINE,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL
45932,45932,45932,45932,45932,INCIDENTE GRAVE,GOIÂNIA,GO,SBGO,2012-06-06,14:05:00,FINALIZADA,1,1,2012,EXCURSÃO DE PISTA,AVIÃO,HAWKER BEECHCRAFT,TURBOÉLICE,BIMOTOR,BRASIL,PARTICULAR,CORRIDA APÓS POUSO,PRIVADA,LEVE,0,INDISCIPLINA DE VOO,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL
45932,45932,45932,45932,45932,INCIDENTE GRAVE,GOIÂNIA,GO,SBGO,2012-06-06,14:05:00,FINALIZADA,1,1,2012,EXCURSÃO DE PISTA,AVIÃO,HAWKER BEECHCRAFT,TURBOÉLICE,BIMOTOR,BRASIL,PARTICULAR,CORRIDA APÓS POUSO,PRIVADA,LEVE,0,JULGAMENTO DE PILOTAGEM,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL
45932,45932,45932,45932,45932,INCIDENTE GRAVE,GOIÂNIA,GO,SBGO,2012-06-06,14:05:00,FINALIZADA,1,1,2012,EXCURSÃO DE PISTA,AVIÃO,HAWKER BEECHCRAFT,TURBOÉLICE,BIMOTOR,BRASIL,PARTICULAR,CORRIDA APÓS POUSO,PRIVADA,LEVE,0,MANUTENÇÃO DA AERONAVE,DESEMPENHO DO SER HUMANO,MANUTENÇÃO DA AERONAVE,FATOR OPERACIONAL
45936,45936,45936,45936,45936,ACIDENTE,SINOP,MT,****,2012-06-13,11:50:00,FINALIZADA,0,1,2012,FALHA DO MOTOR EM VOO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,BRASIL,PARTICULAR,DECOLAGEM,PRIVADA,SUBSTANCIAL,0,JULGAMENTO DE PILOTAGEM,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL
45934,45934,45934,45934,45934,ACIDENTE,PAÇO DO LUMIAR,MA,SJHR,2012-06-14,19:40:00,FINALIZADA,2,1,2012,OUTROS,HELICÓPTERO,BELL HELICOPTER,TURBOEIXO,MONOMOTOR,BRASIL,PARTICULAR,OPERAÇÃO DE SOLO,PRIVADA,SUBSTANCIAL,1,ATENÇÃO,ASPECTO PSICOLÓGICO,INDIVIDUAL,FATOR HUMANO
45934,45934,45934,45934,45934,ACIDENTE,PAÇO DO LUMIAR,MA,SJHR,2012-06-14,19:40:00,FINALIZADA,2,1,2012,OUTROS,HELICÓPTERO,BELL HELICOPTER,TURBOEIXO,MONOMOTOR,BRASIL,PARTICULAR,OPERAÇÃO DE SOLO,PRIVADA,SUBSTANCIAL,1,ATITUDE,ASPECTO PSICOLÓGICO,INDIVIDUAL,FATOR HUMANO
45934,45934,45934,45934,45934,ACIDENTE,PAÇO DO LUMIAR,MA,SJHR,2012-06-14,19:40:00,FINALIZADA,2,1,2012,OUTROS,HELICÓPTERO,BELL HELICOPTER,TURBOEIXO,MONOMOTOR,BRASIL,PARTICULAR,OPERAÇÃO DE SOLO,PRIVADA,SUBSTANCIAL,1,CAPACITAÇÃO E TREINAMENTO,ASPECTO PSICOLÓGICO,ORGANIZACIONAL,FATOR HUMANO
45934,45934,45934,45934,45934,ACIDENTE,PAÇO DO LUMIAR,MA,SJHR,2012-06-14,19:40:00,FINALIZADA,2,1,2012,OUTROS,HELICÓPTERO,BELL HELICOPTER,TURBOEIXO,MONOMOTOR,BRASIL,PARTICULAR,OPERAÇÃO DE SOLO,PRIVADA,SUBSTANCIAL,1,INDISCIPLINA DE VOO,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL
45934,45934,45934,45934,45934,ACIDENTE,PAÇO DO LUMIAR,MA,SJHR,2012-06-14,19:40:00,FINALIZADA,2,1,2012,OUTROS,HELICÓPTERO,BELL HELICOPTER,TURBOEIXO,MONOMOTOR,BRASIL,PARTICULAR,OPERAÇÃO DE SOLO,PRIVADA,SUBSTANCIAL,1,INSTRUÇÃO,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL
45934,45934,45934,45934,45934,ACIDENTE,PAÇO DO LUMIAR,MA,SJHR,2012-06-14,19:40:00,FINALIZADA,2,1,2012,OUTROS,HELICÓPTERO,BELL HELICOPTER,TURBOEIXO,MONOMOTOR,BRASIL,PARTICULAR,OPERAÇÃO DE SOLO,PRIVADA,SUBSTANCIAL,1,PESSOAL DE APOIO,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL
45934,45934,45934,45934,45934,ACIDENTE,PAÇO DO LUMIAR,MA,SJHR,2012-06-14,19:40:00,FINALIZADA,2,1,2012,OUTROS,HELICÓPTERO,BELL HELICOPTER,TURBOEIXO,MONOMOTOR,BRASIL,PARTICULAR,OPERAÇÃO DE SOLO,PRIVADA,SUBSTANCIAL,1,PLANEJAMENTO GERENCIAL,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL
46026,46026,46026,46026,46026,INCIDENTE GRAVE,BRASÍLIA,DF,SIQE,2012-06-22,12:30:00,FINALIZADA,1,1,2012,POUSO ANTES DA PISTA,AVIÃO,MITSUBISHI,TURBOÉLICE,BIMOTOR,BRASIL,PARTICULAR,POUSO,PRIVADA,SUBSTANCIAL,0,APLICAÇÃO DE COMANDOS,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL
46026,46026,46026,46026,46026,INCIDENTE GRAVE,BRASÍLIA,DF,SIQE,2012-06-22,12:30:00,FINALIZADA,1,1,2012,POUSO ANTES DA PISTA,AVIÃO,MITSUBISHI,TURBOÉLICE,BIMOTOR,BRASIL,PARTICULAR,POUSO,PRIVADA,SUBSTANCIAL,0,JULGAMENTO DE PILOTAGEM,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL
46024,46024,46024,46024,46024,INCIDENTE GRAVE,CURITIBA,PR,SBBI,2012-07-01,11:05:00,FINALIZADA,0,1,2012,EXCURSÃO DE PISTA,AVIÃO,AERO BOERO,PISTÃO,MONOMOTOR,BRASIL,INSTRUÇÃO,DECOLAGEM,INSTRUÇÃO,NENHUM,0,APLICAÇÃO DE COMANDOS,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL
46024,46024,46024,46024,46024,INCIDENTE GRAVE,CURITIBA,PR,SBBI,2012-07-01,11:05:00,FINALIZADA,0,1,2012,EXCURSÃO DE PISTA,AVIÃO,AERO BOERO,PISTÃO,MONOMOTOR,BRASIL,INSTRUÇÃO,DECOLAGEM,INSTRUÇÃO,NENHUM,0,INSTRUÇÃO,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL
46024,46024,46024,46024,46024,INCIDENTE GRAVE,CURITIBA,PR,SBBI,2012-07-01,11:05:00,FINALIZADA,0,1,2012,EXCURSÃO DE PISTA,AVIÃO,AERO BOERO,PISTÃO,MONOMOTOR,BRASIL,INSTRUÇÃO,DECOLAGEM,INSTRUÇÃO,NENHUM,0,JULGAMENTO DE PILOTAGEM,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL
46024,46024,46024,46024,46024,INCIDENTE GRAVE,CURITIBA,PR,SBBI,2012-07-01,11:05:00,FINALIZADA,0,1,2012,EXCURSÃO DE PISTA,AVIÃO,AERO BOERO,PISTÃO,MONOMOTOR,BRASIL,INSTRUÇÃO,DECOLAGEM,INSTRUÇÃO,NENHUM,0,SUPERVISÃO GERENCIAL,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL
46024,46024,46024,46024,46024,INCIDENTE GRAVE,CURITIBA,PR,SBBI,2012-07-01,11:05:00,FINALIZADA,0,1,2012,PERDA DE CONTROLE NO SOLO,AVIÃO,AERO BOERO,PISTÃO,MONOMOTOR,BRASIL,INSTRUÇÃO,DECOLAGEM,INSTRUÇÃO,NENHUM,0,APLICAÇÃO DE COMANDOS,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL
46024,46024,46024,46024,46024,INCIDENTE GRAVE,CURITIBA,PR,SBBI,2012-07-01,11:05:00,FINALIZADA,0,1,2012,PERDA DE CONTROLE NO SOLO,AVIÃO,AERO BOERO,PISTÃO,MONOMOTOR,BRASIL,INSTRUÇÃO,DECOLAGEM,INSTRUÇÃO,NENHUM,0,INSTRUÇÃO,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL
46024,46024,46024,46024,46024,INCIDENTE GRAVE,CURITIBA,PR,SBBI,2012-07-01,11:05:00,FINALIZADA,0,1,2012,PERDA DE CONTROLE NO SOLO,AVIÃO,AERO BOERO,PISTÃO,MONOMOTOR,BRASIL,INSTRUÇÃO,DECOLAGEM,INSTRUÇÃO,NENHUM,0,JULGAMENTO DE PILOTAGEM,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL
46024,46024,46024,46024,46024,INCIDENTE GRAVE,CURITIBA,PR,SBBI,2012-07-01,11:05:00,FINALIZADA,0,1,2012,PERDA DE CONTROLE NO SOLO,AVIÃO,AERO BOERO,PISTÃO,MONOMOTOR,BRASIL,INSTRUÇÃO,DECOLAGEM,INSTRUÇÃO,NENHUM,0,SUPERVISÃO GERENCIAL,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL
46042,46042,46042,46042,46042,INCIDENTE GRAVE,ARACATU,BA,****,2012-07-02,10:45:00,FINALIZADA,3,1,2012,FALHA DO MOTOR EM VOO,AVIÃO,CESSNA AIRCRAFT,TURBOÉLICE,MONOMOTOR,BRASIL,PARTICULAR,CRUZEIRO,PRIVADA,NENHUM,0,MANUTENÇÃO DA AERONAVE,DESEMPENHO DO SER HUMANO,MANUTENÇÃO DA AERONAVE,FATOR OPERACIONAL
46042,46042,46042,46042,46042,INCIDENTE GRAVE,ARACATU,BA,****,2012-07-02,10:45:00,FINALIZADA,3,1,2012,FALHA DO MOTOR EM VOO,AVIÃO,CESSNA AIRCRAFT,TURBOÉLICE,MONOMOTOR,BRASIL,PARTICULAR,CRUZEIRO,PRIVADA,NENHUM,0,SUPERVISÃO GERENCIAL,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL
46093,46093,46093,46093,46093,ACIDENTE,ESPINOSA,MG,****,2012-07-06,13:50:00,FINALIZADA,2,1,2012,PANE SECA,AVIÃO,EMBRAER,TURBOÉLICE,BIMOTOR,BRASIL,ESPECIALIZADA,VOO A BAIXA ALTURA,ESPECIALIZADA,DESTRUÍDA,1,COORDENAÇÃO DE CABINE,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL
46093,46093,46093,46093,46093,ACIDENTE,ESPINOSA,MG,****,2012-07-06,13:50:00,FINALIZADA,2,1,2012,PANE SECA,AVIÃO,EMBRAER,TURBOÉLICE,BIMOTOR,BRASIL,ESPECIALIZADA,VOO A BAIXA ALTURA,ESPECIALIZADA,DESTRUÍDA,1,ESQUECIMENTO DO PILOTO,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL
46093,46093,46093,46093,46093,ACIDENTE,ESPINOSA,MG,****,2012-07-06,13:50:00,FINALIZADA,2,1,2012,PANE SECA,AVIÃO,EMBRAER,TURBOÉLICE,BIMOTOR,BRASIL,ESPECIALIZADA,VOO A BAIXA ALTURA,ESPECIALIZADA,DESTRUÍDA,1,INDISCIPLINA DE VOO,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL
46093,46093,46093,46093,46093,ACIDENTE,ESPINOSA,MG,****,2012-07-06,13:50:00,FINALIZADA,2,1,2012,PANE SECA,AVIÃO,EMBRAER,TURBOÉLICE,BIMOTOR,BRASIL,ESPECIALIZADA,VOO A BAIXA ALTURA,ESPECIALIZADA,DESTRUÍDA,1,JULGAMENTO DE PILOTAGEM,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL
46092,46092,46092,46092,46092,ACIDENTE,BOITUVA,SP,****,2012-07-09,17:00:00,FINALIZADA,7,1,2012,COM LANÇAMENTO DE PESSOAS,AVIÃO,CESSNA AIRCRAFT,TURBOÉLICE,MONOMOTOR,BRASIL,PARTICULAR,CRUZEIRO,PRIVADA,SUBSTANCIAL,1,ATENÇÃO,ASPECTO PSICOLÓGICO,INDIVIDUAL,FATOR HUMANO
46092,46092,46092,46092,46092,ACIDENTE,BOITUVA,SP,****,2012-07-09,17:00:00,FINALIZADA,7,1,2012,COM LANÇAMENTO DE PESSOAS,AVIÃO,CESSNA AIRCRAFT,TURBOÉLICE,MONOMOTOR,BRASIL,PARTICULAR,CRUZEIRO,PRIVADA,SUBSTANCIAL,1,ATITUDE,ASPECTO PSICOLÓGICO,INDIVIDUAL,FATOR HUMANO
46092,46092,46092,46092,46092,ACIDENTE,BOITUVA,SP,****,2012-07-09,17:00:00,FINALIZADA,7,1,2012,COM LANÇAMENTO DE PESSOAS,AVIÃO,CESSNA AIRCRAFT,TURBOÉLICE,MONOMOTOR,BRASIL,PARTICULAR,CRUZEIRO,PRIVADA,SUBSTANCIAL,1,CLIMA ORGANIZACIONAL,ASPECTO PSICOLÓGICO,ORGANIZACIONAL,FATOR HUMANO
46092,46092,46092,46092,46092,ACIDENTE,BOITUVA,SP,****,2012-07-09,17:00:00,FINALIZADA,7,1,2012,COM LANÇAMENTO DE PESSOAS,AVIÃO,CESSNA AIRCRAFT,TURBOÉLICE,MONOMOTOR,BRASIL,PARTICULAR,CRUZEIRO,PRIVADA,SUBSTANCIAL,1,COMUNICAÇÃO,ASPECTO PSICOLÓGICO,PSICOSSOCIAL,FATOR HUMANO
46092,46092,46092,46092,46092,ACIDENTE,BOITUVA,SP,****,2012-07-09,17:00:00,FINALIZADA,7,1,2012,COM LANÇAMENTO DE PESSOAS,AVIÃO,CESSNA AIRCRAFT,TURBOÉLICE,MONOMOTOR,BRASIL,PARTICULAR,CRUZEIRO,PRIVADA,SUBSTANCIAL,1,CULTURA DO GRUPO DE TRABALHO,ASPECTO PSICOLÓGICO,PSICOSSOCIAL,FATOR HUMANO
46092,46092,46092,46092,46092,ACIDENTE,BOITUVA,SP,****,2012-07-09,17:00:00,FINALIZADA,7,1,2012,COM LANÇAMENTO DE PESSOAS,AVIÃO,CESSNA AIRCRAFT,TURBOÉLICE,MONOMOTOR,BRASIL,PARTICULAR,CRUZEIRO,PRIVADA,SUBSTANCIAL,1,CULTURA ORGANIZACIONAL,ASPECTO PSICOLÓGICO,ORGANIZACIONAL,FATOR HUMANO
46092,46092,46092,46092,46092,ACIDENTE,BOITUVA,SP,****,2012-07-09,17:00:00,FINALIZADA,7,1,2012,COM LANÇAMENTO DE PESSOAS,AVIÃO,CESSNA AIRCRAFT,TURBOÉLICE,MONOMOTOR,BRASIL,PARTICULAR,CRUZEIRO,PRIVADA,SUBSTANCIAL,1,JULGAMENTO DE PILOTAGEM,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL
46092,46092,46092,46092,46092,ACIDENTE,BOITUVA,SP,****,2012-07-09,17:00:00,FINALIZADA,7,1,2012,COM LANÇAMENTO DE PESSOAS,AVIÃO,CESSNA AIRCRAFT,TURBOÉLICE,MONOMOTOR,BRASIL,PARTICULAR,CRUZEIRO,PRIVADA,SUBSTANCIAL,1,ORGANIZAÇÃO DO TRABALHO,ASPECTO PSICOLÓGICO,ORGANIZACIONAL,FATOR HUMANO
46092,46092,46092,46092,46092,ACIDENTE,BOITUVA,SP,****,2012-07-09,17:00:00,FINALIZADA,7,1,2012,COM LANÇAMENTO DE PESSOAS,AVIÃO,CESSNA AIRCRAFT,TURBOÉLICE,MONOMOTOR,BRASIL,PARTICULAR,CRUZEIRO,PRIVADA,SUBSTANCIAL,1,PROCESSO DECISÓRIO,ASPECTO PSICOLÓGICO,INDIVIDUAL,FATOR HUMANO
46092,46092,46092,46092,46092,ACIDENTE,BOITUVA,SP,****,2012-07-09,17:00:00,FINALIZADA,7,1,2012,COM LANÇAMENTO DE PESSOAS,AVIÃO,CESSNA AIRCRAFT,TURBOÉLICE,MONOMOTOR,BRASIL,PARTICULAR,CRUZEIRO,PRIVADA,SUBSTANCIAL,1,SUPERVISÃO GERENCIAL,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL
46152,46152,46152,46152,46152,ACIDENTE,ANGRA DOS REIS,RJ,****,2012-07-12,20:15:00,FINALIZADA,1,1,2012,VOO CONTROLADO CONTRA O TERRENO,AVIÃO,EMBRAER,TURBOÉLICE,BIMOTOR,BRASIL,TÁXI AÉREO,VOO A BAIXA ALTURA,TÁXI AÉREO,DESTRUÍDA,3,APLICAÇÃO DE COMANDOS,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL
46152,46152,46152,46152,46152,ACIDENTE,ANGRA DOS REIS,RJ,****,2012-07-12,20:15:00,FINALIZADA,1,1,2012,VOO CONTROLADO CONTRA O TERRENO,AVIÃO,EMBRAER,TURBOÉLICE,BIMOTOR,BRASIL,TÁXI AÉREO,VOO A BAIXA ALTURA,TÁXI AÉREO,DESTRUÍDA,3,CONDIÇÕES METEOROLÓGICAS ADVERSAS,ELEMENTOS RELACIONADOS AO AMBIENTE OPERACIONAL,***,FATOR OPERACIONAL
46152,46152,46152,46152,46152,ACIDENTE,ANGRA DOS REIS,RJ,****,2012-07-12,20:15:00,FINALIZADA,1,1,2012,VOO CONTROLADO CONTRA O TERRENO,AVIÃO,EMBRAER,TURBOÉLICE,BIMOTOR,BRASIL,TÁXI AÉREO,VOO A BAIXA ALTURA,TÁXI AÉREO,DESTRUÍDA,3,INDISCIPLINA DE VOO,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL
46152,46152,46152,46152,46152,ACIDENTE,ANGRA DOS REIS,RJ,****,2012-07-12,20:15:00,FINALIZADA,1,1,2012,VOO CONTROLADO CONTRA O TERRENO,AVIÃO,EMBRAER,TURBOÉLICE,BIMOTOR,BRASIL,TÁXI AÉREO,VOO A BAIXA ALTURA,TÁXI AÉREO,DESTRUÍDA,3,JULGAMENTO DE PILOTAGEM,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL
46152,46152,46152,46152,46152,ACIDENTE,ANGRA DOS REIS,RJ,****,2012-07-12,20:15:00,FINALIZADA,1,1,2012,VOO CONTROLADO CONTRA O TERRENO,AVIÃO,EMBRAER,TURBOÉLICE,BIMOTOR,BRASIL,TÁXI AÉREO,VOO A BAIXA ALTURA,TÁXI AÉREO,DESTRUÍDA,3,PLANEJAMENTO DE VOO,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL
46154,46154,46154,46154,46154,INCIDENTE GRAVE,UBERABA,MG,SBUR,2012-07-12,19:32:00,FINALIZADA,0,1,2012,COM TREM DE POUSO,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,BRASIL,PARTICULAR,DECOLAGEM,PRIVADA,SUBSTANCIAL,0,MANUTENÇÃO DA AERONAVE,DESEMPENHO DO SER HUMANO,MANUTENÇÃO DA AERONAVE,FATOR OPERACIONAL
46187,46187,46187,46187,46187,INCIDENTE GRAVE,BARRO DURO,PI,****,2012-07-21,11:35:00,FINALIZADA,4,1,2012,COM ROTOR,HELICÓPTERO,HELIBRAS,TURBOEIXO,MONOMOTOR,BRASIL,PARTICULAR,CRUZEIRO,PRIVADA,SUBSTANCIAL,0,PROJETO,ASPECTO DE PROJETO,***,FATOR MATERIAL
